delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,fixation.stopped,polygon_2.started,polygon_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,sound_1.started,sound_1.stopped,text.started,text.stopped,textbox.text,textbox.started,textbox.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
0.1,1000,exp,3,6,42,9,334.22463659988716,335.2267961995676,335.19365509971976,None,space,13.836343900300562,335.19365509971976,None,349.1455457899254,None,349.6611255998723,None,200,349.6611255998723,None,349.6611255998723,None,43,"[4.926587000023574, 3.6587441000156105, 6.830130400136113, 4.260428300127387, 3.1372040999121964, 10.600117300171405, 4.031299399677664, 4.760667099617422, 3.8669320000335574, 2.968038400169462, 3.111312299966812, 4.7192362998612225, 3.518540999852121, 2.744858399964869, 3.4388148998841643, 2.815760999917984, 7.273828099947423, 6.954484899993986, 9.343359000049531, 2.231115700211376, 3.3966342001222074, 7.054486299864948, 4.5959429000504315, 2.2275356999598444, 3.258609800133854, 3.12636849982664, 2.165680699981749, 4.341372599825263, 7.226951199583709, 7.065196800045669, 4.044645399786532, 3.088398799765855, 4.7316575003787875, 7.483609399758279, 4.870948300231248, 2.4726919000968337, 5.0957301002927125, 5.536004399880767, 4.124007500242442, 4.348896199837327, 2.0052412999793887, 4.714538999833167, 3.108002800028771]","[4.926606100052595, 3.6587633001618087, 6.830147400032729, 4.260447300039232, 3.137223199941218, 10.600136400200427, 4.031315499916673, 4.760686099994928, 3.8669516001828015, 2.9680703999474645, 3.111328999977559, 4.719254700001329, 3.518559199757874, 2.7448761998675764, 3.438829299993813, 2.815779499709606, 7.273848699871451, 6.954502999782562, 9.343377199955285, 2.2311344002373517, 3.396652899682522, 7.054505399893969, 4.595962500199676, 2.2275543003343046, 3.25862850015983, 3.126389999873936, 2.1656973003409803, 4.341391099616885, 7.2269697999581695, 7.065216499846429, 4.044663899578154, 3.088417099788785, 4.731673600152135, 7.483628099784255, 4.870966000016779, 2.4727135002613068, 5.095749200321734, 5.536023899912834, 4.12402640003711, 4.3489147000946105, 2.0052609997801483, 4.714555399958044, 3.1080187000334263]",681866,001,2023-11-09_22h14.33.699,tutorial7,2022.1.4,60.414017276154865,
0.1,1000,exp,3,7,43,3,352.7578525999561,353.76040649972856,353.74021139973775,None,space,0.2628445001319051,353.74021139973775,None,354.1104144895915,None,354.6233212999068,None,100,354.6233212999068,None,354.6233212999068,None,44,"[4.926587000023574, 3.6587441000156105, 6.830130400136113, 4.260428300127387, 3.1372040999121964, 10.600117300171405, 4.031299399677664, 4.760667099617422, 3.8669320000335574, 2.968038400169462, 3.111312299966812, 4.7192362998612225, 3.518540999852121, 2.744858399964869, 3.4388148998841643, 2.815760999917984, 7.273828099947423, 6.954484899993986, 9.343359000049531, 2.231115700211376, 3.3966342001222074, 7.054486299864948, 4.5959429000504315, 2.2275356999598444, 3.258609800133854, 3.12636849982664, 2.165680699981749, 4.341372599825263, 7.226951199583709, 7.065196800045669, 4.044645399786532, 3.088398799765855, 4.7316575003787875, 7.483609399758279, 4.870948300231248, 2.4726919000968337, 5.0957301002927125, 5.536004399880767, 4.124007500242442, 4.348896199837327, 2.0052412999793887, 4.714538999833167, 3.108002800028771, 2.555860700085759]","[4.926606100052595, 3.6587633001618087, 6.830147400032729, 4.260447300039232, 3.137223199941218, 10.600136400200427, 4.031315499916673, 4.760686099994928, 3.8669516001828015, 2.9680703999474645, 3.111328999977559, 4.719254700001329, 3.518559199757874, 2.7448761998675764, 3.438829299993813, 2.815779499709606, 7.273848699871451, 6.954502999782562, 9.343377199955285, 2.2311344002373517, 3.396652899682522, 7.054505399893969, 4.595962500199676, 2.2275543003343046, 3.25862850015983, 3.126389999873936, 2.1656973003409803, 4.341391099616885, 7.2269697999581695, 7.065216499846429, 4.044663899578154, 3.088417099788785, 4.731673600152135, 7.483628099784255, 4.870966000016779, 2.4727135002613068, 5.095749200321734, 5.536023899912834, 4.12402640003711, 4.3489147000946105, 2.0052609997801483, 4.714555399958044, 3.1080187000334263, 2.555879299994558]",681866,001,2023-11-09_22h14.33.699,tutorial7,2022.1.4,60.414017276154865,
0.4,1000,exp,3,8,44,10,357.1705109998584,358.1729346998036,358.1529632997699,None,space,1.2177411001175642,358.1529632997699,None,359.7718494897243,None,360.284888099879,None,250,360.284888099879,None,360.284888099879,None,45,"[4.926587000023574, 3.6587441000156105, 6.830130400136113, 4.260428300127387, 3.1372040999121964, 10.600117300171405, 4.031299399677664, 4.760667099617422, 3.8669320000335574, 2.968038400169462, 3.111312299966812, 4.7192362998612225, 3.518540999852121, 2.744858399964869, 3.4388148998841643, 2.815760999917984, 7.273828099947423, 6.954484899993986, 9.343359000049531, 2.231115700211376, 3.3966342001222074, 7.054486299864948, 4.5959429000504315, 2.2275356999598444, 3.258609800133854, 3.12636849982664, 2.165680699981749, 4.341372599825263, 7.226951199583709, 7.065196800045669, 4.044645399786532, 3.088398799765855, 4.7316575003787875, 7.483609399758279, 4.870948300231248, 2.4726919000968337, 5.0957301002927125, 5.536004399880767, 4.124007500242442, 4.348896199837327, 2.0052412999793887, 4.714538999833167, 3.108002800028771, 2.555860700085759, 2.015165999997407]","[4.926606100052595, 3.6587633001618087, 6.830147400032729, 4.260447300039232, 3.137223199941218, 10.600136400200427, 4.031315499916673, 4.760686099994928, 3.8669516001828015, 2.9680703999474645, 3.111328999977559, 4.719254700001329, 3.518559199757874, 2.7448761998675764, 3.438829299993813, 2.815779499709606, 7.273848699871451, 6.954502999782562, 9.343377199955285, 2.2311344002373517, 3.396652899682522, 7.054505399893969, 4.595962500199676, 2.2275543003343046, 3.25862850015983, 3.126389999873936, 2.1656973003409803, 4.341391099616885, 7.2269697999581695, 7.065216499846429, 4.044663899578154, 3.088417099788785, 4.731673600152135, 7.483628099784255, 4.870966000016779, 2.4727135002613068, 5.095749200321734, 5.536023899912834, 4.12402640003711, 4.3489147000946105, 2.0052609997801483, 4.714555399958044, 3.1080187000334263, 2.555879299994558, 2.0151851000264287]",681866,001,2023-11-09_22h14.33.699,tutorial7,2022.1.4,60.414017276154865,
0.1,400,unexp,3,9,45,0,362.28240999998525,363.2848846996203,363.26463109999895,None,space,0.37203160021454096,363.26463109999895,None,363.76787418960595,None,364.28056929958984,None,300,364.28056929958984,None,364.28056929958984,None,46,"[4.926587000023574, 3.6587441000156105, 6.830130400136113, 4.260428300127387, 3.1372040999121964, 10.600117300171405, 4.031299399677664, 4.760667099617422, 3.8669320000335574, 2.968038400169462, 3.111312299966812, 4.7192362998612225, 3.518540999852121, 2.744858399964869, 3.4388148998841643, 2.815760999917984, 7.273828099947423, 6.954484899993986, 9.343359000049531, 2.231115700211376, 3.3966342001222074, 7.054486299864948, 4.5959429000504315, 2.2275356999598444, 3.258609800133854, 3.12636849982664, 2.165680699981749, 4.341372599825263, 7.226951199583709, 7.065196800045669, 4.044645399786532, 3.088398799765855, 4.7316575003787875, 7.483609399758279, 4.870948300231248, 2.4726919000968337, 5.0957301002927125, 5.536004399880767, 4.124007500242442, 4.348896199837327, 2.0052412999793887, 4.714538999833167, 3.108002800028771, 2.555860700085759, 2.015165999997407, 2.219392200000584]","[4.926606100052595, 3.6587633001618087, 6.830147400032729, 4.260447300039232, 3.137223199941218, 10.600136400200427, 4.031315499916673, 4.760686099994928, 3.8669516001828015, 2.9680703999474645, 3.111328999977559, 4.719254700001329, 3.518559199757874, 2.7448761998675764, 3.438829299993813, 2.815779499709606, 7.273848699871451, 6.954502999782562, 9.343377199955285, 2.2311344002373517, 3.396652899682522, 7.054505399893969, 4.595962500199676, 2.2275543003343046, 3.25862850015983, 3.126389999873936, 2.1656973003409803, 4.341391099616885, 7.2269697999581695, 7.065216499846429, 4.044663899578154, 3.088417099788785, 4.731673600152135, 7.483628099784255, 4.870966000016779, 2.4727135002613068, 5.095749200321734, 5.536023899912834, 4.12402640003711, 4.3489147000946105, 2.0052609997801483, 4.714555399958044, 3.1080187000334263, 2.555879299994558, 2.0151851000264287, 2.219410799909383]",681866,001,2023-11-09_22h14.33.699,tutorial7,2022.1.4,60.414017276154865,
0.4,400,unexp,3,10,46,1,366.49483639979735,367.4980487995781,367.4775113998912,None,space,0.7701663002371788,367.4775113998912,None,368.66389748961666,None,369.17591919982806,None,350,369.17591919982806,None,369.17591919982806,None,47,"[4.926587000023574, 3.6587441000156105, 6.830130400136113, 4.260428300127387, 3.1372040999121964, 10.600117300171405, 4.031299399677664, 4.760667099617422, 3.8669320000335574, 2.968038400169462, 3.111312299966812, 4.7192362998612225, 3.518540999852121, 2.744858399964869, 3.4388148998841643, 2.815760999917984, 7.273828099947423, 6.954484899993986, 9.343359000049531, 2.231115700211376, 3.3966342001222074, 7.054486299864948, 4.5959429000504315, 2.2275356999598444, 3.258609800133854, 3.12636849982664, 2.165680699981749, 4.341372599825263, 7.226951199583709, 7.065196800045669, 4.044645399786532, 3.088398799765855, 4.7316575003787875, 7.483609399758279, 4.870948300231248, 2.4726919000968337, 5.0957301002927125, 5.536004399880767, 4.124007500242442, 4.348896199837327, 2.0052412999793887, 4.714538999833167, 3.108002800028771, 2.555860700085759, 2.015165999997407, 2.219392200000584, 3.0906156999990344]","[4.926606100052595, 3.6587633001618087, 6.830147400032729, 4.260447300039232, 3.137223199941218, 10.600136400200427, 4.031315499916673, 4.760686099994928, 3.8669516001828015, 2.9680703999474645, 3.111328999977559, 4.719254700001329, 3.518559199757874, 2.7448761998675764, 3.438829299993813, 2.815779499709606, 7.273848699871451, 6.954502999782562, 9.343377199955285, 2.2311344002373517, 3.396652899682522, 7.054505399893969, 4.595962500199676, 2.2275543003343046, 3.25862850015983, 3.126389999873936, 2.1656973003409803, 4.341391099616885, 7.2269697999581695, 7.065216499846429, 4.044663899578154, 3.088417099788785, 4.731673600152135, 7.483628099784255, 4.870966000016779, 2.4727135002613068, 5.095749200321734, 5.536023899912834, 4.12402640003711, 4.3489147000946105, 2.0052609997801483, 4.714555399958044, 3.1080187000334263, 2.555879299994558, 2.0151851000264287, 2.219410799909383, 3.0906350002624094]",681866,001,2023-11-09_22h14.33.699,tutorial7,2022.1.4,60.414017276154865,
0.4,1000,exp,3,11,47,4,372.2563837999478,373.27632799977437,373.2253815997392,None,space,0.23891410045325756,373.2253815997392,None,373.89196438989603,None,374.40550229977816,None,250,374.40550229977816,None,374.40550229977816,None,48,"[4.926587000023574, 3.6587441000156105, 6.830130400136113, 4.260428300127387, 3.1372040999121964, 10.600117300171405, 4.031299399677664, 4.760667099617422, 3.8669320000335574, 2.968038400169462, 3.111312299966812, 4.7192362998612225, 3.518540999852121, 2.744858399964869, 3.4388148998841643, 2.815760999917984, 7.273828099947423, 6.954484899993986, 9.343359000049531, 2.231115700211376, 3.3966342001222074, 7.054486299864948, 4.5959429000504315, 2.2275356999598444, 3.258609800133854, 3.12636849982664, 2.165680699981749, 4.341372599825263, 7.226951199583709, 7.065196800045669, 4.044645399786532, 3.088398799765855, 4.7316575003787875, 7.483609399758279, 4.870948300231248, 2.4726919000968337, 5.0957301002927125, 5.536004399880767, 4.124007500242442, 4.348896199837327, 2.0052412999793887, 4.714538999833167, 3.108002800028771, 2.555860700085759, 2.015165999997407, 2.219392200000584, 3.0906156999990344, 2.6299490998499095]","[4.926606100052595, 3.6587633001618087, 6.830147400032729, 4.260447300039232, 3.137223199941218, 10.600136400200427, 4.031315499916673, 4.760686099994928, 3.8669516001828015, 2.9680703999474645, 3.111328999977559, 4.719254700001329, 3.518559199757874, 2.7448761998675764, 3.438829299993813, 2.815779499709606, 7.273848699871451, 6.954502999782562, 9.343377199955285, 2.2311344002373517, 3.396652899682522, 7.054505399893969, 4.595962500199676, 2.2275543003343046, 3.25862850015983, 3.126389999873936, 2.1656973003409803, 4.341391099616885, 7.2269697999581695, 7.065216499846429, 4.044663899578154, 3.088417099788785, 4.731673600152135, 7.483628099784255, 4.870966000016779, 2.4727135002613068, 5.095749200321734, 5.536023899912834, 4.12402640003711, 4.3489147000946105, 2.0052609997801483, 4.714555399958044, 3.1080187000334263, 2.555879299994558, 2.0151851000264287, 2.219410799909383, 3.0906350002624094, 2.6299670999869704]",681866,001,2023-11-09_22h14.33.699,tutorial7,2022.1.4,60.414017276154865,
0.7,1000,exp,4,0,48,8,377.01872329972684,378.0376458996907,377.98802549997345,None,space,0.776368800085038,377.98802549997345,None,379.4709809897002,None,379.9831612999551,None,200,379.9831612999551,None,379.9831612999551,None,49,"[4.926587000023574, 3.6587441000156105, 6.830130400136113, 4.260428300127387, 3.1372040999121964, 10.600117300171405, 4.031299399677664, 4.760667099617422, 3.8669320000335574, 2.968038400169462, 3.111312299966812, 4.7192362998612225, 3.518540999852121, 2.744858399964869, 3.4388148998841643, 2.815760999917984, 7.273828099947423, 6.954484899993986, 9.343359000049531, 2.231115700211376, 3.3966342001222074, 7.054486299864948, 4.5959429000504315, 2.2275356999598444, 3.258609800133854, 3.12636849982664, 2.165680699981749, 4.341372599825263, 7.226951199583709, 7.065196800045669, 4.044645399786532, 3.088398799765855, 4.7316575003787875, 7.483609399758279, 4.870948300231248, 2.4726919000968337, 5.0957301002927125, 5.536004399880767, 4.124007500242442, 4.348896199837327, 2.0052412999793887, 4.714538999833167, 3.108002800028771, 2.555860700085759, 2.015165999997407, 2.219392200000584, 3.0906156999990344, 2.6299490998499095, 7.045681799761951]","[4.926606100052595, 3.6587633001618087, 6.830147400032729, 4.260447300039232, 3.137223199941218, 10.600136400200427, 4.031315499916673, 4.760686099994928, 3.8669516001828015, 2.9680703999474645, 3.111328999977559, 4.719254700001329, 3.518559199757874, 2.7448761998675764, 3.438829299993813, 2.815779499709606, 7.273848699871451, 6.954502999782562, 9.343377199955285, 2.2311344002373517, 3.396652899682522, 7.054505399893969, 4.595962500199676, 2.2275543003343046, 3.25862850015983, 3.126389999873936, 2.1656973003409803, 4.341391099616885, 7.2269697999581695, 7.065216499846429, 4.044663899578154, 3.088417099788785, 4.731673600152135, 7.483628099784255, 4.870966000016779, 2.4727135002613068, 5.095749200321734, 5.536023899912834, 4.12402640003711, 4.3489147000946105, 2.0052609997801483, 4.714555399958044, 3.1080187000334263, 2.555879299994558, 2.0151851000264287, 2.219410799909383, 3.0906350002624094, 2.6299670999869704, 7.045701200142503]",681866,001,2023-11-09_22h14.33.699,tutorial7,2022.1.4,60.414017276154865,
0.1,1000,exp,4,1,49,6,387.0256744995713,388.0282367998734,388.00849369959906,None,space,0.5950961005873978,388.00849369959906,None,388.71128928982654,None,389.2238201997243,None,200,389.2238201997243,None,389.2238201997243,None,50,"[4.926587000023574, 3.6587441000156105, 6.830130400136113, 4.260428300127387, 3.1372040999121964, 10.600117300171405, 4.031299399677664, 4.760667099617422, 3.8669320000335574, 2.968038400169462, 3.111312299966812, 4.7192362998612225, 3.518540999852121, 2.744858399964869, 3.4388148998841643, 2.815760999917984, 7.273828099947423, 6.954484899993986, 9.343359000049531, 2.231115700211376, 3.3966342001222074, 7.054486299864948, 4.5959429000504315, 2.2275356999598444, 3.258609800133854, 3.12636849982664, 2.165680699981749, 4.341372599825263, 7.226951199583709, 7.065196800045669, 4.044645399786532, 3.088398799765855, 4.7316575003787875, 7.483609399758279, 4.870948300231248, 2.4726919000968337, 5.0957301002927125, 5.536004399880767, 4.124007500242442, 4.348896199837327, 2.0052412999793887, 4.714538999833167, 3.108002800028771, 2.555860700085759, 2.015165999997407, 2.219392200000584, 3.0906156999990344, 2.6299490998499095, 7.045681799761951, 2.662515100091696]","[4.926606100052595, 3.6587633001618087, 6.830147400032729, 4.260447300039232, 3.137223199941218, 10.600136400200427, 4.031315499916673, 4.760686099994928, 3.8669516001828015, 2.9680703999474645, 3.111328999977559, 4.719254700001329, 3.518559199757874, 2.7448761998675764, 3.438829299993813, 2.815779499709606, 7.273848699871451, 6.954502999782562, 9.343377199955285, 2.2311344002373517, 3.396652899682522, 7.054505399893969, 4.595962500199676, 2.2275543003343046, 3.25862850015983, 3.126389999873936, 2.1656973003409803, 4.341391099616885, 7.2269697999581695, 7.065216499846429, 4.044663899578154, 3.088417099788785, 4.731673600152135, 7.483628099784255, 4.870966000016779, 2.4727135002613068, 5.095749200321734, 5.536023899912834, 4.12402640003711, 4.3489147000946105, 2.0052609997801483, 4.714555399958044, 3.1080187000334263, 2.555879299994558, 2.0151851000264287, 2.219410799909383, 3.0906350002624094, 2.6299670999869704, 7.045701200142503, 2.66253129998222]",681866,001,2023-11-09_22h14.33.699,tutorial7,2022.1.4,60.414017276154865,
0.7,1000,exp,4,2,50,5,391.87073259986937,392.8710859999992,392.83799759997055,None,space,0.5603205002844334,392.83799759997055,None,394.1054591899272,None,394.6183573999442,None,350,394.6183573999442,None,394.6183573999442,None,51,"[4.926587000023574, 3.6587441000156105, 6.830130400136113, 4.260428300127387, 3.1372040999121964, 10.600117300171405, 4.031299399677664, 4.760667099617422, 3.8669320000335574, 2.968038400169462, 3.111312299966812, 4.7192362998612225, 3.518540999852121, 2.744858399964869, 3.4388148998841643, 2.815760999917984, 7.273828099947423, 6.954484899993986, 9.343359000049531, 2.231115700211376, 3.3966342001222074, 7.054486299864948, 4.5959429000504315, 2.2275356999598444, 3.258609800133854, 3.12636849982664, 2.165680699981749, 4.341372599825263, 7.226951199583709, 7.065196800045669, 4.044645399786532, 3.088398799765855, 4.7316575003787875, 7.483609399758279, 4.870948300231248, 2.4726919000968337, 5.0957301002927125, 5.536004399880767, 4.124007500242442, 4.348896199837327, 2.0052412999793887, 4.714538999833167, 3.108002800028771, 2.555860700085759, 2.015165999997407, 2.219392200000584, 3.0906156999990344, 2.6299490998499095, 7.045681799761951, 2.662515100091696, 2.4325270000845194]","[4.926606100052595, 3.6587633001618087, 6.830147400032729, 4.260447300039232, 3.137223199941218, 10.600136400200427, 4.031315499916673, 4.760686099994928, 3.8669516001828015, 2.9680703999474645, 3.111328999977559, 4.719254700001329, 3.518559199757874, 2.7448761998675764, 3.438829299993813, 2.815779499709606, 7.273848699871451, 6.954502999782562, 9.343377199955285, 2.2311344002373517, 3.396652899682522, 7.054505399893969, 4.595962500199676, 2.2275543003343046, 3.25862850015983, 3.126389999873936, 2.1656973003409803, 4.341391099616885, 7.2269697999581695, 7.065216499846429, 4.044663899578154, 3.088417099788785, 4.731673600152135, 7.483628099784255, 4.870966000016779, 2.4727135002613068, 5.095749200321734, 5.536023899912834, 4.12402640003711, 4.3489147000946105, 2.0052609997801483, 4.714555399958044, 3.1080187000334263, 2.555879299994558, 2.0151851000264287, 2.219410799909383, 3.0906350002624094, 2.6299670999869704, 7.045701200142503, 2.66253129998222, 2.432545500341803]",681866,001,2023-11-09_22h14.33.699,tutorial7,2022.1.4,60.414017276154865,
0.1,400,unexp,4,3,51,0,397.0501856999472,398.05259699979797,398.03251979965717,None,space,0.6908019003458321,398.03251979965717,None,398.83705958998763,None,399.3475627996959,None,200,399.3475627996959,None,399.3475627996959,None,52,"[4.926587000023574, 3.6587441000156105, 6.830130400136113, 4.260428300127387, 3.1372040999121964, 10.600117300171405, 4.031299399677664, 4.760667099617422, 3.8669320000335574, 2.968038400169462, 3.111312299966812, 4.7192362998612225, 3.518540999852121, 2.744858399964869, 3.4388148998841643, 2.815760999917984, 7.273828099947423, 6.954484899993986, 9.343359000049531, 2.231115700211376, 3.3966342001222074, 7.054486299864948, 4.5959429000504315, 2.2275356999598444, 3.258609800133854, 3.12636849982664, 2.165680699981749, 4.341372599825263, 7.226951199583709, 7.065196800045669, 4.044645399786532, 3.088398799765855, 4.7316575003787875, 7.483609399758279, 4.870948300231248, 2.4726919000968337, 5.0957301002927125, 5.536004399880767, 4.124007500242442, 4.348896199837327, 2.0052412999793887, 4.714538999833167, 3.108002800028771, 2.555860700085759, 2.015165999997407, 2.219392200000584, 3.0906156999990344, 2.6299490998499095, 7.045681799761951, 2.662515100091696, 2.4325270000845194, 2.5459342999383807]","[4.926606100052595, 3.6587633001618087, 6.830147400032729, 4.260447300039232, 3.137223199941218, 10.600136400200427, 4.031315499916673, 4.760686099994928, 3.8669516001828015, 2.9680703999474645, 3.111328999977559, 4.719254700001329, 3.518559199757874, 2.7448761998675764, 3.438829299993813, 2.815779499709606, 7.273848699871451, 6.954502999782562, 9.343377199955285, 2.2311344002373517, 3.396652899682522, 7.054505399893969, 4.595962500199676, 2.2275543003343046, 3.25862850015983, 3.126389999873936, 2.1656973003409803, 4.341391099616885, 7.2269697999581695, 7.065216499846429, 4.044663899578154, 3.088417099788785, 4.731673600152135, 7.483628099784255, 4.870966000016779, 2.4727135002613068, 5.095749200321734, 5.536023899912834, 4.12402640003711, 4.3489147000946105, 2.0052609997801483, 4.714555399958044, 3.1080187000334263, 2.555879299994558, 2.0151851000264287, 2.219410799909383, 3.0906350002624094, 2.6299670999869704, 7.045701200142503, 2.66253129998222, 2.432545500341803, 2.5459523000754416]",681866,001,2023-11-09_22h14.33.699,tutorial7,2022.1.4,60.414017276154865,
0.7,1000,exp,4,4,52,11,401.89456309983507,402.89505549985915,402.8618783997372,None,space,0.6618099003098905,402.8618783997372,None,404.2295036897529,None,404.7256552996114,None,450,404.7256552996114,None,404.7256552996114,None,53,"[4.926587000023574, 3.6587441000156105, 6.830130400136113, 4.260428300127387, 3.1372040999121964, 10.600117300171405, 4.031299399677664, 4.760667099617422, 3.8669320000335574, 2.968038400169462, 3.111312299966812, 4.7192362998612225, 3.518540999852121, 2.744858399964869, 3.4388148998841643, 2.815760999917984, 7.273828099947423, 6.954484899993986, 9.343359000049531, 2.231115700211376, 3.3966342001222074, 7.054486299864948, 4.5959429000504315, 2.2275356999598444, 3.258609800133854, 3.12636849982664, 2.165680699981749, 4.341372599825263, 7.226951199583709, 7.065196800045669, 4.044645399786532, 3.088398799765855, 4.7316575003787875, 7.483609399758279, 4.870948300231248, 2.4726919000968337, 5.0957301002927125, 5.536004399880767, 4.124007500242442, 4.348896199837327, 2.0052412999793887, 4.714538999833167, 3.108002800028771, 2.555860700085759, 2.015165999997407, 2.219392200000584, 3.0906156999990344, 2.6299490998499095, 7.045681799761951, 2.662515100091696, 2.4325270000845194, 2.5459342999383807, 4.008846600074321]","[4.926606100052595, 3.6587633001618087, 6.830147400032729, 4.260447300039232, 3.137223199941218, 10.600136400200427, 4.031315499916673, 4.760686099994928, 3.8669516001828015, 2.9680703999474645, 3.111328999977559, 4.719254700001329, 3.518559199757874, 2.7448761998675764, 3.438829299993813, 2.815779499709606, 7.273848699871451, 6.954502999782562, 9.343377199955285, 2.2311344002373517, 3.396652899682522, 7.054505399893969, 4.595962500199676, 2.2275543003343046, 3.25862850015983, 3.126389999873936, 2.1656973003409803, 4.341391099616885, 7.2269697999581695, 7.065216499846429, 4.044663899578154, 3.088417099788785, 4.731673600152135, 7.483628099784255, 4.870966000016779, 2.4727135002613068, 5.095749200321734, 5.536023899912834, 4.12402640003711, 4.3489147000946105, 2.0052609997801483, 4.714555399958044, 3.1080187000334263, 2.555879299994558, 2.0151851000264287, 2.219410799909383, 3.0906350002624094, 2.6299670999869704, 7.045701200142503, 2.66253129998222, 2.432545500341803, 2.5459523000754416, 4.008865000214428]",681866,001,2023-11-09_22h14.33.699,tutorial7,2022.1.4,60.414017276154865,
0.1,1000,exp,4,5,53,3,408.7390127996914,409.7420031996444,409.7212985996157,None,space,0.7384028001688421,409.7212985996157,None,410.5755488900002,None,411.08656679978594,None,150,411.08656679978594,None,411.08656679978594,None,54,"[4.926587000023574, 3.6587441000156105, 6.830130400136113, 4.260428300127387, 3.1372040999121964, 10.600117300171405, 4.031299399677664, 4.760667099617422, 3.8669320000335574, 2.968038400169462, 3.111312299966812, 4.7192362998612225, 3.518540999852121, 2.744858399964869, 3.4388148998841643, 2.815760999917984, 7.273828099947423, 6.954484899993986, 9.343359000049531, 2.231115700211376, 3.3966342001222074, 7.054486299864948, 4.5959429000504315, 2.2275356999598444, 3.258609800133854, 3.12636849982664, 2.165680699981749, 4.341372599825263, 7.226951199583709, 7.065196800045669, 4.044645399786532, 3.088398799765855, 4.7316575003787875, 7.483609399758279, 4.870948300231248, 2.4726919000968337, 5.0957301002927125, 5.536004399880767, 4.124007500242442, 4.348896199837327, 2.0052412999793887, 4.714538999833167, 3.108002800028771, 2.555860700085759, 2.015165999997407, 2.219392200000584, 3.0906156999990344, 2.6299490998499095, 7.045681799761951, 2.662515100091696, 2.4325270000845194, 2.5459342999383807, 4.008846600074321, 3.7738463999703526]","[4.926606100052595, 3.6587633001618087, 6.830147400032729, 4.260447300039232, 3.137223199941218, 10.600136400200427, 4.031315499916673, 4.760686099994928, 3.8669516001828015, 2.9680703999474645, 3.111328999977559, 4.719254700001329, 3.518559199757874, 2.7448761998675764, 3.438829299993813, 2.815779499709606, 7.273848699871451, 6.954502999782562, 9.343377199955285, 2.2311344002373517, 3.396652899682522, 7.054505399893969, 4.595962500199676, 2.2275543003343046, 3.25862850015983, 3.126389999873936, 2.1656973003409803, 4.341391099616885, 7.2269697999581695, 7.065216499846429, 4.044663899578154, 3.088417099788785, 4.731673600152135, 7.483628099784255, 4.870966000016779, 2.4727135002613068, 5.095749200321734, 5.536023899912834, 4.12402640003711, 4.3489147000946105, 2.0052609997801483, 4.714555399958044, 3.1080187000334263, 2.555879299994558, 2.0151851000264287, 2.219410799909383, 3.0906350002624094, 2.6299670999869704, 7.045701200142503, 2.66253129998222, 2.432545500341803, 2.5459523000754416, 4.008865000214428, 3.773864900227636]",681866,001,2023-11-09_22h14.33.699,tutorial7,2022.1.4,60.414017276154865,
