trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,fixation.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
106,0,106,0,10,256.2114419999998,256.2114419999998,0.0724812000989914,257.2614820001181,[0.14351851851851852],[-0.22106481481481483],[1],[0],[0],[2.011020999867469],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
107,0,107,0,10,258.4604524001479,258.4604524001479,0.09286809992045164,259.5266227000393,[-0.47453703703703703],[0.16782407407407407],[1],[0],[0],[2.6934104000683874],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
108,0,108,0,10,261.10684590018354,261.10684590018354,0.06967979995533824,262.1736434001941,[0.48842592592592593],[-0.1840277777777778],[1],[0],[0],[1.6504004001617432],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
109,0,109,0,5,262.88974960008636,262.88974960008636,0.1078150998800993,263.92228760011494,[-0.16782407407407407],[0.37962962962962965],[1],[0],[0],[2.143263400066644],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
110,0,110,0,10,265.1362662001047,265.1362662001047,0.09788250015117228,266.1695894000586,[0.3101851851851852],[0.28587962962962965],[1],[0],[0],[1.5669841999188066],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
111,0,111,0,5,266.76818920020014,266.76818920020014,0.05994750000536442,267.8018390000798,[-0.19328703703703703],[-0.08449074074074074],[1],[0],[0],[1.5608119999524206],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
112,0,112,0,5,268.3999850000255,268.3999850000255,0.05804820009507239,269.43371860007755,[0.12731481481481483],[-0.4270833333333333],[1],[0],[0],[1.6605014000087976],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
113,0,113,0,5,270.1492565001827,270.1492565001827,0.06791559979319572,271.18155980017036,[-0.19328703703703703],[-0.23842592592592593],[1],[0],[0],[1.9339070999994874],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
114,0,114,0,10,272.1797315001022,272.1797315001022,0.08982009999454021,273.21224610018544,[0.17708333333333334],[0.40162037037037035],[1],[0],[0],[2.5270199000369757],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
115,0,115,0,5,274.7946358001791,274.7946358001791,0.06266040005721152,275.8276410000399,[-0.4351851851851852],[-0.09606481481481481],[1],[0],[0],[1.8737730998545885],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
116,0,116,0,10,276.8430567001924,276.8430567001924,0.1468728999607265,277.87549690017477,[-0.4664351851851852],[-0.32407407407407407],[1],[0],[0],[1.2902091001160443],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
117,0,117,0,5,278.19167060009204,278.19167060009204,0.061936500016599894,279.21179920015857,[-0.1412037037037037],[-0.019675925925925927],[1],[0],[0],[1.7586860998999327],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
118,0,118,0,5,280.02251760009676,280.02251760009676,0.06585770007222891,281.07297420012765,[-0.13310185185185186],[-0.42476851851851855],[1],[0],[0],[1.5516967000439763],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
119,0,119,0,10,281.6542483000085,281.6542483000085,0.07484140014275908,282.7211001000833,[-0.09027777777777778],[-0.1261574074074074],[1],[0],[0],[2.392271300079301],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
120,0,120,0,5,284.1693832001183,284.1693832001183,0.09791160002350807,285.185802299995,[-0.36689814814814814],[-0.05324074074074074],[1],[0],[0],[2.487240699818358],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
121,0,121,0,10,286.7834309001919,286.7834309001919,0.11909130006097257,287.83287480007857,[-0.27662037037037035],[0.26157407407407407],[1],[0],[0],[1.7882979998830706],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
122,0,122,0,5,288.63107970007695,288.63107970007695,0.061325799906626344,289.66982550011016,[0.4479166666666667],[-0.08796296296296297],[1],[0],[0],[2.3080335000995547],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
123,0,123,0,5,291.0295983001124,291.0295983001124,0.06678560003638268,292.0626009001862,[-0.3715277777777778],[-0.3599537037037037],[1],[0],[0],[2.115501099964604],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
124,0,124,0,10,293.2434517000802,293.2434517000802,0.09548900020308793,294.29271900001913,[-0.41435185185185186],[-0.4513888888888889],[1],[0],[0],[1.7060813000425696],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
125,0,125,0,10,295.09185450011864,295.09185450011864,0.11949019995518029,296.1584993000142,[0.05324074074074074],[-0.4675925925925926],[1],[0],[0],[1.750690400134772],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
126,0,126,0,10,296.9400242001284,296.9400242001284,0.07934950012713671,298.00646600010805,[-0.3460648148148148],[-0.38773148148148145],[1],[0],[0],[1.556063799886033],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
127,0,127,0,5,298.5726810002234,298.5726810002234,0.06741399993188679,299.5888873001095,[0.3506944444444444],[0.14467592592592593],[1],[0],[0],[1.9503567998763174],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
128,0,128,0,10,300.6199518002104,300.6199518002104,0.0854984000325203,301.6532475000713,[-0.3101851851851852],[-0.24305555555555555],[1],[0],[0],[1.7147936997935176],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
129,0,129,0,5,302.41913610021584,302.41913610021584,0.06579190003685653,303.43997100018896,[-0.39467592592592593],[0.38310185185185186],[1],[0],[0],[2.554913100088015],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
130,0,130,0,5,305.049237200059,305.049237200059,0.06858319998718798,306.08284220006317,[-0.4965277777777778],[0.23032407407407407],[1],[0],[0],[1.6643700001295656],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
131,0,131,0,5,306.7808033002075,306.7808033002075,0.05892960005439818,307.81441600015387,[-0.40162037037037035],[-0.0775462962962963],[1],[0],[0],[1.925319999922067],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
132,0,132,0,5,308.77881990000606,308.77881990000606,0.055048600072041154,309.7963905001525,[-0.018518518518518517],[0.24537037037037038],[1],[0],[0],[1.8303801999427378],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
133,0,133,0,10,310.7107060002163,310.7107060002163,0.09009259985759854,311.7437099001836,[-0.20833333333333334],[-0.3368055555555556],[1],[0],[0],[2.027652299962938],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
134,0,134,0,5,312.8251073001884,312.8251073001884,0.06333540007472038,313.8589957000222,[0.03125],[-0.16666666666666666],[1],[0],[0],[1.5410629999823868],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
135,0,135,0,10,314.49289500014856,314.49289500014856,0.10573780001141131,315.5569742000662,[-0.12384259259259259],[-0.056712962962962965],[1],[0],[0],[1.6122720998246223],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
136,0,136,0,5,316.13932870002463,316.13932870002463,0.04573809984140098,317.15572750009596,[0.010416666666666666],[0.046296296296296294],[1],[0],[0],[2.2575511999893934],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
137,0,137,0,5,318.48730130004697,318.48730130004697,0.06304259994067252,319.5196695001796,[-0.3923611111111111],[-0.25925925925925924],[1],[0],[0],[2.173988400027156],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
138,0,138,0,5,320.7178955001291,320.7178955001291,0.05815399996936321,321.75139840017073,[-0.08912037037037036],[-0.1875],[1],[0],[0],[2.393237000098452],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
139,0,139,0,10,323.2158171001356,323.2158171001356,0.08393229986540973,324.2486396001186,[-0.25578703703703703],[-0.09837962962962964],[1],[0],[0],[1.8171100001782179],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
140,0,140,0,5,325.09698710008524,325.09698710008524,0.06338040018454194,326.1306424001232,[0.2835648148148148],[-0.38425925925925924],[1],[0],[0],[1.789527100045234],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
141,0,141,0,10,326.97850290010683,326.97850290010683,0.07496490003541112,328.02932030009106,[0.33217592592592593],[0.0023148148148148147],[1],[0],[0],[1.726094099925831],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
142,0,142,0,10,328.81376150017604,328.81376150017604,0.093564199982211,329.87704510008916,[-0.037037037037037035],[-0.34837962962962965],[1],[0],[0],[1.9414952001534402],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
143,0,143,0,10,330.8580920000095,330.8580920000095,0.09046570002101362,331.9081343000289,[0.037037037037037035],[-0.4224537037037037],[1],[0],[0],[1.3296781000681221],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
144,0,144,0,10,332.2903950000182,332.2903950000182,0.09061739989556372,333.3239143001847,[0.4525462962962963],[-0.2824074074074074],[1],[0],[0],[2.561346200061962],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
145,0,145,0,5,334.9211074002087,334.9211074002087,0.059994899900630116,335.9378605000675,[0.01273148148148148],[-0.09027777777777778],[1],[0],[0],[1.8430822999216616],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
146,0,146,0,5,336.8537237001583,336.8537237001583,0.0632163998670876,337.86974280001596,[-0.1423611111111111],[0.47800925925925924],[1],[0],[0],[1.7750631000380963],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
147,0,147,0,10,338.71813590009697,338.71813590009697,0.08567940001375973,339.76783800008707,[0.35532407407407407],[-0.26273148148148145],[1],[0],[0],[2.0319444998167455],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
148,0,148,0,5,340.8158044000156,340.8158044000156,0.0622747999150306,341.848451100057,[-0.09722222222222222],[0.08449074074074074],[1],[0],[0],[1.8090605000033975],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
149,0,149,0,5,342.7141595000867,342.7141595000867,0.06864660000428557,343.76421000016853,[-0.013888888888888888],[-0.3125],[1],[0],[0],[1.8311407000292093],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
150,0,150,0,5,344.6294649001211,344.6294649001211,0.06377979996614158,345.6622090002056,[-0.14583333333333334],[-0.2199074074074074],[1],[0],[0],[1.139566299971193],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
151,0,151,0,10,345.8610022000503,345.8610022000503,0.09215489984489977,346.9278798000887,[-0.3020833333333333],[-0.29282407407407407],[1],[0],[0],[1.4415653001051396],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
152,0,152,0,5,347.39356240001507,347.39356240001507,0.06294899992644787,348.4084295001812,[0.004629629629629629],[-0.020833333333333332],[1],[0],[0],[1.7393913001287729],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
153,0,153,0,10,349.2446271001827,349.2446271001827,0.11249520001001656,350.3076243000105,[0.019675925925925927],[-0.25462962962962965],[1],[0],[0],[1.6961068001110107],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
154,0,154,0,5,351.02345010009594,351.02345010009594,0.061035299906507134,352.0561000001617,[0.2962962962962963],[0.28587962962962965],[1],[0],[0],[1.8061289999168366],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
155,0,155,0,10,352.92095719999634,352.92095719999634,0.0852591001894325,353.95448890002444,[0.4722222222222222],[-0.06018518518518518],[1],[0],[0],[2.017501600086689],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
156,0,156,0,10,355.03570520016365,355.03570520016365,0.08526660013012588,356.06891890009865,[0.2974537037037037],[0.03935185185185185],[1],[0],[0],[2.066896599950269],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
157,0,157,0,5,357.1504054001998,357.1504054001998,0.045890399953350425,358.18444690015167,[0.02199074074074074],[0.34375],[1],[0],[0],[1.8748771001119167],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
158,0,158,0,10,359.1319623000454,359.1319623000454,0.09180329996161163,360.165122800041,[-0.2824074074074074],[-0.22569444444444445],[1],[0],[0],[2.007424599956721],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
159,0,159,0,5,361.1969237001613,361.1969237001613,0.04253520001657307,362.2300028000027,[-0.33101851851851855],[-0.16782407407407407],[1],[0],[0],[1.7328313998878002],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
160,0,160,0,5,362.9948426000774,362.9948426000774,0.05915840016677976,364.0284736000467,[-0.056712962962962965],[0.39351851851851855],[1],[0],[0],[2.3412556999828666],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
161,0,161,0,5,365.4096093000844,365.4096093000844,0.061687099980190396,366.44248690013774,[-0.19444444444444445],[0.4861111111111111],[1],[0],[0],[1.7920754000078887],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
162,0,162,0,10,367.3242172000464,367.3242172000464,0.09892769996076822,368.3402433001902,[0.056712962962962965],[0.1840277777777778],[1],[0],[0],[2.2198457999620587],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
163,0,163,0,5,369.6228578002192,369.6228578002192,0.059853299986571074,370.67234910000116,[0.24768518518518517],[0.1111111111111111],[1],[0],[0],[1.694043300114572],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
164,0,164,0,5,371.3704072001856,371.3704072001856,0.053668800042942166,372.3872590002138,[-0.3506944444444444],[-0.1875],[1],[0],[0],[2.480088099837303],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
165,0,165,0,5,373.91791100008413,373.91791100008413,0.05793840019032359,374.9688771001529,[-0.019675925925925927],[-0.17476851851851852],[1],[0],[0],[1.9449758999980986],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
166,0,166,0,5,375.9328122001607,375.9328122001607,0.06367349997162819,376.94990890007466,[-0.47685185185185186],[-0.03009259259259259],[1],[0],[0],[2.1899270999711007],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
167,0,167,0,10,378.23069810005836,378.23069810005836,0.08104679989628494,379.29796940018423,[0.006944444444444444],[0.2465277777777778],[1],[0],[0],[1.949177699862048],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
168,0,168,0,5,380.2452255000826,380.2452255000826,0.0640184001531452,381.28400790016167,[-0.1712962962962963],[-0.20601851851851852],[1],[0],[0],[1.756004200084135],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
169,0,169,0,10,382.1102925001178,382.1102925001178,0.09039959986694157,383.1610344001092,[0.1550925925925926],[0.4351851851851852],[1],[0],[0],[1.8778910997789353],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
170,0,170,0,5,384.076017400017,384.076017400017,0.06417899997904897,385.1087780999951,[0.12384259259259259],[0.2708333333333333],[1],[0],[0],[1.2713065999560058],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
171,0,171,0,10,385.4404612001963,385.4404612001963,0.09356940002180636,386.4904243000783,[-0.09143518518518519],[0.0625],[1],[0],[0],[1.3267367000225931],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
172,0,172,0,10,386.88936620019376,386.88936620019376,0.0971638998016715,387.943748800084,[-0.33217592592592593],[0.11805555555555555],[1],[0],[0],[1.788375400006771],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
173,0,173,0,5,388.755330900196,388.755330900196,0.06289409985765815,389.7878838002216,[-0.2511574074074074],[0.2986111111111111],[1],[0],[0],[2.123330899979919],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
174,0,174,0,10,391.00198280019686,391.00198280019686,0.11249259999021888,392.0685273001436,[0.1388888888888889],[-0.46064814814814814],[1],[0],[0],[2.371360700111836],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
175,0,175,0,5,393.4513458001893,393.4513458001893,0.063788500148803,394.48352940008044,[0.18981481481481483],[-0.18518518518518517],[1],[0],[0],[1.8073227000422776],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
176,0,176,0,5,395.3148120001424,395.3148120001424,0.06273739994503558,396.34787720022723,[-0.1076388888888889],[-0.2361111111111111],[1],[0],[0],[1.4225395999383181],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
177,0,177,0,10,396.83347930014133,396.83347930014133,0.08030900009907782,397.87998350011185,[-0.20601851851851852],[-0.2662037037037037],[1],[0],[0],[1.4704764999914914],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
178,0,178,0,10,398.4116391001735,398.4116391001735,0.09090660000219941,399.4784417001065,[0.3773148148148148],[0.2638888888888889],[1],[0],[0],[1.797810500022024],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
179,0,179,0,5,400.2765477001667,400.2765477001667,0.06135060009546578,401.3100140001625,[-0.2986111111111111],[0.1284722222222222],[1],[0],[0],[2.3072375000920147],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
180,0,180,0,5,402.65774040017277,402.65774040017277,0.06198120000772178,403.67445630021393,[-0.49537037037037035],[-0.09953703703703703],[1],[0],[0],[2.3709885000716895],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
181,0,181,0,10,405.1389573002234,405.1389573002234,0.08927959995344281,406.15519220009446,[-0.3611111111111111],[0.0798611111111111],[1],[0],[0],[2.2138211999554187],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
182,0,182,0,10,407.45332460012287,407.45332460012287,0.08313690009526908,408.48645200021565,[-0.3726851851851852],[-0.2835648148148148],[1],[0],[0],[2.0566539999563247],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
183,0,183,0,10,409.618221900193,409.618221900193,0.09455329994671047,410.6510396001395,[0.2881944444444444],[-0.41087962962962965],[1],[0],[0],[2.3702001001220196],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
184,0,184,0,10,412.0656417000573,412.0656417000573,0.08138530002906919,413.0994224001188,[-0.41203703703703703],[-0.4826388888888889],[1],[0],[0],[3.669788199942559],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
185,0,185,0,5,415.87962380005047,415.87962380005047,0.11363880010321736,416.8957227000501,[0.4525462962962963],[0.30092592592592593],[1],[0],[0],[1.928627299843356],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
186,0,186,0,5,417.8943859001156,417.8943859001156,0.06576769985258579,418.92677440005355,[-0.11805555555555555],[-0.35532407407407407],[1],[0],[0],[2.3814880999270827],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
187,0,187,0,10,420.37454590015113,420.37454590015113,0.09738810011185706,421.4244481001515,[-0.33449074074074076],[0.125],[1],[0],[0],[1.883347800001502],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
188,0,188,0,5,422.28905440005474,422.28905440005474,0.03442520019598305,423.30623930017464,[-0.02199074074074074],[0.22337962962962962],[1],[0],[0],[1.8707185999955982],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
189,0,189,0,5,424.25421120016836,424.25421120016836,0.06695490004494786,425.2696984000504,[-0.03819444444444445],[0.33217592592592593],[1],[0],[0],[1.715852600056678],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
190,0,190,0,5,426.0062508000992,426.0062508000992,0.0338574000634253,427.0183160000015,[-0.2662037037037037],[-0.27662037037037035],[1],[0],[0],[1.8430920999962837],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
191,0,191,0,5,427.91789670009166,427.91789670009166,0.0505111999809742,428.9506795001216,[-0.011574074074074073],[0.004629629629629629],[1],[0],[0],[3.502470700070262],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
192,0,192,0,5,431.49749960005283,431.49749960005283,0.06247670017182827,432.5317378002219,[-0.30439814814814814],[0.36574074074074076],[1],[0],[0],[2.6746543999761343],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
193,0,193,0,5,434.22856730013154,434.22856730013154,0.06239460012875497,435.2621770000551,[-0.3460648148148148],[0.4074074074074074],[1],[0],[0],[2.0910257999785244],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
194,0,194,0,5,436.3761832001619,436.3761832001619,0.04516980005428195,437.3938384000212,[-0.016203703703703703],[0.4201388888888889],[1],[0],[0],[1.688956000143662],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
195,0,195,0,10,438.17450770013966,438.17450770013966,0.0804447999689728,439.20808640006,[0.49074074074074076],[0.19560185185185186],[1],[0],[0],[2.270928299985826],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
196,0,196,0,5,440.5057383000385,440.5057383000385,0.06151910009793937,441.53920630016364,[0.25578703703703703],[-0.09375],[1],[0],[0],[1.557085100095719],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
197,0,197,0,5,442.13741480000317,442.13741480000317,0.05503890011459589,443.1708200001158,[0.10416666666666667],[0.39351851851851855],[1],[0],[0],[2.2293310000095516],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
198,0,198,0,10,444.4685549000278,444.4685549000278,0.09039160003885627,445.51900950004347,[0.23148148148148148],[0.2523148148148148],[1],[0],[0],[1.5299054000061005],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
199,0,199,0,10,446.10074690007605,446.10074690007605,0.08944009989500046,447.1504849002231,[0.49421296296296297],[-0.30092592592592593],[1],[0],[0],[1.9295047000050545],['target'],trial200,001,2023-09-26_21h25.55.397,tutorial3,2023.1.3,60.049384598455156,
