pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
150,v,39,1,157,1,,,,,453.0453177000163,454.04452230001334,454.04452230001334,454.04452230001334,454.04452230001334,454.0777538000257,455.0436526000267,455.0436526000267,v,1,0.44772349996492267,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,39,2,158,2,,,,,455.54296190000605,456.54176729999017,456.54176729999017,456.54176729999017,456.54176729999017,456.57554250000976,457.5412254999974,457.5412254999974,c,1,0.341037200007122,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,39,3,159,3,,,,,457.94040099997073,458.93968150002183,458.93968150002183,458.93968150002183,458.93968150002183,458.97299939999357,459.9388412000262,459.9388412000262,z,1,0.32816159998765215,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,40,0,160,0,,,,,460.3048902999726,461.30419549997896,461.30419549997896,461.30419549997896,461.30419549997896,461.337839099986,462.30354659998557,462.30354659998557,x,1,0.30397040001116693,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,40,1,161,1,,,,,462.66982579999603,463.66885239997646,463.66885239997646,463.66885239997646,463.66885239997646,463.7021313000005,464.66784309997456,464.66784309997456,v,1,0.3925571000436321,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,40,2,162,2,,,,,465.1006343999761,466.084738000005,466.084738000005,466.084738000005,466.084738000005,466.1011311999755,467.0989643000066,467.0989643000066,c,1,0.3191547999740578,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,40,3,163,3,,,,,467.46626319998177,468.4641759999795,468.4641759999795,468.4641759999795,468.4641759999795,468.49748449999606,469.4632517999853,469.4632517999853,z,1,0.4008860000176355,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,41,0,164,0,,,,,469.9294775999733,470.92855539999437,470.92855539999437,470.92855539999437,470.92855539999437,470.9617747999728,471.9275864000083,471.9275864000083,x,1,0.29275140003301203,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,41,1,165,1,,,,,472.26049949997105,473.2605461999774,473.2605461999774,473.2605461999774,473.2605461999774,473.2939360999735,474.258916300023,474.258916300023,v,1,0.42142640001839027,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,41,2,166,2,,,,,474.725039699988,475.7240663000266,475.7240663000266,475.7240663000266,475.7240663000266,475.7574727999745,476.7234003000194,476.7234003000194,c,1,0.3492722000228241,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,41,3,167,3,,,,,477.12227880000137,478.12227110000094,478.12227110000094,478.12227110000094,478.12227110000094,478.1550931999809,479.12099790002685,479.12099790002685,z,1,0.38096790004055947,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,42,0,168,0,,,,,479.5536896000267,480.5531385000213,480.5531385000213,480.5531385000213,480.5531385000213,480.58594489999814,481.56856550002703,481.56856550002703,x,1,0.2632152000442147,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,42,1,169,1,,,,,481.8682527000201,482.867583299987,482.867583299987,482.867583299987,482.867583299987,482.90096230001654,483.86681640002644,483.86681640002644,v,1,0.3305691000423394,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,42,2,170,2,,,,,484.2328015000094,485.2318813999882,485.2318813999882,485.2318813999882,485.2318813999882,485.2654659000109,486.23142049997114,486.23142049997114,c,1,0.3199573999736458,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,42,3,171,3,,,,,486.59764599998016,487.59625479998067,487.59625479998067,487.59625479998067,487.59625479998067,487.6298043000279,488.5953975999728,488.5953975999728,z,1,0.42510689998744056,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,43,0,172,0,,,,,489.0614785000216,490.06081070000073,490.06081070000073,490.06081070000073,490.06081070000073,490.0939420000068,491.05976879998343,491.05976879998343,x,1,0.3748650000197813,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,43,1,173,1,,,,,491.49272600002587,492.49178560002474,492.49178560002474,492.49178560002474,492.49178560002474,492.52499130001524,493.4906214000075,493.4906214000075,v,1,0.39943169994512573,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,43,2,174,2,,,,,493.9237067999784,494.9229016000172,494.9229016000172,494.9229016000172,494.9229016000172,494.95621039997786,495.92206369998166,495.92206369998166,c,1,0.38224070001160726,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,43,3,175,3,,,,,496.35470000002533,497.3539338000119,497.3539338000119,497.3539338000119,497.3539338000119,497.3874128999887,498.3535894000088,498.3535894000088,z,1,0.31806600000709295,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,44,0,176,0,,,,,498.71953100000974,499.71818169998005,499.71818169998005,499.71818169998005,499.71818169998005,499.7515847000177,500.717348199978,500.717348199978,x,1,0.2839982000296004,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,44,1,177,1,,,,,501.0502001999994,502.04967009997927,502.04967009997927,502.04967009997927,502.04967009997927,502.08283129998017,503.0490277999779,503.0490277999779,v,1,0.29947299999184906,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,44,2,178,2,,,,,503.38178320002044,504.38085429999046,504.38085429999046,504.38085429999046,504.38085429999046,504.41410250001354,505.37981890002266,505.37981890002266,c,1,0.5642735000001267,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,44,3,179,3,,,,,505.99614459997974,506.9953193999827,506.9953193999827,506.9953193999827,506.9953193999827,507.02810009999666,507.99387690000003,507.99387690000003,z,1,0.43680060002952814,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,45,0,180,0,,,,,508.49315809999825,509.49270090000937,509.49270090000937,509.49270090000937,509.49270090000937,509.5256689999951,510.5082471999922,510.5082471999922,x,1,0.5526184999616817,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,45,1,181,1,,,,,511.1076962000225,512.1067053999868,512.1067053999868,512.1067053999868,512.1067053999868,512.1400656999904,513.106273500016,513.106273500016,v,1,0.5659877999569289,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,45,2,182,2,,,,,513.7049782000249,514.7052274000016,514.7052274000016,514.7052274000016,514.7052274000016,514.737748900021,515.703580899979,515.703580899979,c,1,0.36170780000975356,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,45,3,183,3,,,,,516.1028704000055,517.1022212000098,517.1022212000098,517.1022212000098,517.1022212000098,517.1352443000069,518.1016544000013,518.1016544000013,z,1,0.31986519997008145,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,46,0,184,0,,,,,518.467548399989,519.4665702999919,519.4665702999919,519.4665702999919,519.4665702999919,519.499960199988,520.4654285999713,520.4654285999713,x,1,0.35780920000979677,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,46,1,185,1,,,,,520.8652905999916,521.8643603000091,521.8643603000091,521.8643603000091,521.8643603000091,521.8975512000034,522.8631556999753,522.8631556999753,c,0,0.34791149996453896,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,46,2,186,2,,,,,523.2628793999902,524.2620852999971,524.2620852999971,524.2620852999971,524.2620852999971,524.2950704999967,525.261030499998,525.261030499998,c,1,0.31881819997215644,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,46,3,187,3,,,,,525.6273482000106,526.6265424999874,526.6265424999874,526.6265424999874,526.6265424999874,526.6598586000036,527.6255034999922,527.6255034999922,z,1,0.39581979997456074,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,47,0,188,0,,,,,528.0587264000205,529.0573569000117,529.0573569000117,529.0573569000117,529.0573569000117,529.0909372000024,530.0729575000005,530.0729575000005,x,1,0.5666295000119135,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,47,1,189,1,,,,,530.6727808999713,531.671795799979,531.671795799979,531.671795799979,531.671795799979,531.7049099999713,532.6710991999716,532.6710991999716,v,1,0.5007642999989912,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,47,2,190,2,,,,,533.2371811000048,534.2359509000089,534.2359509000089,534.2359509000089,534.2359509000089,534.2691357000149,535.2354018000187,535.2354018000187,c,1,0.4587009000242688,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,47,3,191,3,,,,,535.7345921000233,536.7336712999968,536.7336712999968,536.7336712999968,536.7336712999968,536.7674239000189,537.7327108000172,537.7327108000172,z,1,0.4587806999916211,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,48,0,192,0,,,,,538.2322664000094,539.2311616999796,539.2311616999796,539.2311616999796,539.2311616999796,539.2645202999702,540.2298261999968,540.2298261999968,z,0,0.4801589999697171,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,48,1,193,1,,,,,540.7316572000273,541.7456178999855,541.7456178999855,541.7456178999855,541.7456178999855,541.7788675000193,542.7459347000113,542.7459347000113,v,1,0.4905923999613151,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,48,2,194,2,,,,,543.2773118999903,544.2768841999932,544.2768841999932,544.2768841999932,544.2768841999932,544.3100253000157,545.2928107000189,545.2928107000189,c,1,0.36747830000240356,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,48,3,195,3,,,,,545.7084432999836,546.7076601000153,546.7076601000153,546.7076601000153,546.7076601000153,546.7410323999939,547.7068148999824,547.7068148999824,z,1,0.45671699999365956,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,49,0,196,0,,,,,548.206201300025,549.2049502999871,549.2049502999871,549.2049502999871,549.2049502999871,549.2382509000017,550.204459599976,550.204459599976,x,1,0.3385149000096135,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,49,1,197,1,,,,,550.5903925999883,551.6026178000029,551.6026178000029,551.6026178000029,551.6026178000029,551.6026178000029,552.6021843000199,552.6021843000199,v,1,0.49475040001561865,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,49,2,198,2,,,,,553.1349257000256,554.1341243999777,554.1341243999777,554.1341243999777,554.1341243999777,554.167678400001,555.1334952000179,555.1334952000179,c,1,0.3919152999878861,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,49,3,199,3,,,,,555.5659613999887,556.5657381999772,556.5657381999772,556.5657381999772,556.5657381999772,556.598371399974,557.5640294000041,557.5640294000041,z,1,0.5625872999662533,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,,,,,0,0,0,2,558.2135964999907,559.1635521000135,559.1635521000135,559.1635521000135,559.1635521000135,559.2301075999858,560.1617856000084,560.1617856000084,c,1,0.396844900038559,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,,,,,0,1,1,1,560.5947574999882,561.593922799977,561.593922799977,561.593922799977,561.593922799977,561.6271518999711,562.6097463999758,562.6097463999758,v,1,0.4453827999532223,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,,,,,0,2,2,0,563.1092867000261,564.0932226000004,564.0932226000004,564.0932226000004,564.0932226000004,564.1094652999891,565.1070982000092,565.1070982000092,x,1,0.4661179999820888,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,,,,,0,3,3,0,565.6232510000118,566.6226733999792,566.6226733999792,566.6226733999792,566.6226733999792,566.6556459999993,567.6214184000273,567.6214184000273,x,1,0.6428527000243776,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,,,,,1,0,4,1,568.3209556000074,569.3201553000254,569.3201553000254,569.3201553000254,569.3201553000254,569.3532660999917,570.3190746000037,570.3190746000037,v,1,0.4639860999886878,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,,,,,1,1,5,2,570.8185412000166,571.8175850000116,571.8175850000116,571.8175850000116,571.8175850000116,571.8506867000251,572.8167218000162,572.8167218000162,c,1,0.34454010002082214,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,,,,,1,2,6,2,573.2163849999779,574.2153539999854,574.2153539999854,574.2153539999854,574.2153539999854,574.2489433999872,575.2312755999737,575.2312755999737,c,1,0.6653458999935538,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,,,,,1,3,7,3,575.9307138000149,576.9290822999901,576.9290822999901,576.9290822999901,576.9290822999901,576.9621317000128,577.9281183999847,577.9281183999847,z,1,0.4645623000105843,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,,,,,2,0,8,1,578.4280907000066,579.4112934999866,579.4112934999866,579.4112934999866,579.4112934999866,579.4282139000134,580.4425940000219,580.4425940000219,v,1,0.7291814999771304,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,,,,,2,1,9,1,581.2084137999918,582.2077069000225,582.2077069000225,582.2077069000225,582.2077069000225,582.2411869000061,583.223556699988,583.223556699988,c,0,0.3672939999960363,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,,,,,2,2,10,3,583.6397676999914,584.6388363000005,584.6388363000005,584.6388363000005,584.6388363000005,584.6721987000201,585.6379285000148,585.6379285000148,z,1,0.5117296000244096,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,,,,,2,3,11,0,586.1902698000195,587.2030885000131,587.2030885000131,587.2030885000131,587.2030885000131,587.2030885000131,588.2022555000149,588.2022555000149,x,1,0.8157547999871895,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,,,,,3,0,12,2,589.067984400026,590.0670295999735,590.0670295999735,590.0670295999735,590.0670295999735,590.1004432999762,591.0663305000053,591.0663305000053,c,1,0.7602043999941088,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,,,,,3,1,13,1,591.8654259999748,592.8645446000155,592.8645446000155,592.8645446000155,592.8645446000155,592.8977919999743,593.880490600015,593.880490600015,v,1,1.238712900027167,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,,,,,3,2,14,1,595.1792765000137,596.1780082000187,596.1780082000187,596.1780082000187,596.1780082000187,596.211714199977,597.1770096999826,597.1770096999826,v,1,0.4771008999668993,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,,,,,3,3,15,2,597.7102255999926,598.692196500022,598.692196500022,598.692196500022,598.692196500022,598.7452974999906,599.692613399995,599.692613399995,c,1,0.6955128000117838,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,,,,,4,0,16,0,600.4100499000051,601.4228270999738,601.4228270999738,601.4228270999738,601.4228270999738,601.4228270999738,602.4218495999812,602.4218495999812,x,1,0.5068762000300921,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,,,,,4,1,17,0,602.9879736999865,603.987728099979,603.987728099979,603.987728099979,603.987728099979,604.0207469000015,605.0034762999858,605.0034762999858,x,1,0.40451959997881204,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,,,,,4,2,18,2,605.4692591999774,606.4684864999726,606.4684864999726,606.4684864999726,606.4684864999726,606.5014656999847,607.4676373000257,607.4676373000257,c,1,0.6341346999979578,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,,,,,4,3,19,0,608.1677732000244,609.1660163999768,609.1660163999768,609.1660163999768,609.1660163999768,609.1994503000169,610.165347800008,610.165347800008,x,1,0.45629830000689253,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,,,,,5,0,20,2,610.664600100019,611.6636285000131,611.6636285000131,611.6636285000131,611.6636285000131,611.6968290000223,612.6625622999854,612.6625622999854,c,1,0.5650331000215374,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,,,,,5,1,21,3,613.2621069999877,614.2610291999881,614.2610291999881,614.2610291999881,614.2610291999881,614.2962235999876,615.2777228999767,615.2777228999767,z,1,0.5076292000012472,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,,,,,5,2,22,2,615.8429038000177,616.841854600003,616.841854600003,616.841854600003,616.841854600003,616.8752944999724,617.8411194999935,617.8411194999935,c,1,0.4893883999902755,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,,,,,5,3,23,2,618.3739889999852,619.3732473999844,619.3732473999844,619.3732473999844,619.3732473999844,619.4062628999818,620.3724120000261,620.3724120000261,c,1,0.3810626000049524,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,,,,,6,0,24,3,620.8050315,621.803952599992,621.803952599992,621.803952599992,621.803952599992,621.8377622999833,622.8037599999807,622.8037599999807,z,1,0.41132409998681396,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,,,,,6,1,25,0,623.269550499972,624.2684199999785,624.2684199999785,624.2684199999785,624.2684199999785,624.3015501999762,625.2841464999947,625.2841464999947,x,1,0.6968467999831773,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,,,,,6,2,26,1,626.0166008999804,627.0157174000051,627.0157174000051,627.0157174000051,627.0157174000051,627.048916300002,628.014906299999,628.014906299999,v,1,0.5203140999656171,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,,,,,6,3,27,3,628.5814026999869,629.5797786000185,629.5797786000185,629.5797786000185,629.5797786000185,629.5998162999749,630.5953798000119,630.5953798000119,z,1,0.45216039998922497,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,,,,,7,0,28,1,631.0818926999927,632.0943720000214,632.0943720000214,632.0943720000214,632.0943720000214,632.0943720000214,633.0935040999902,633.0935040999902,v,1,0.6156409999821335,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,,,,,7,1,29,0,633.7596305999905,634.7586672999896,634.7586672999896,634.7586672999896,634.7586672999896,634.7919504999882,635.7575982999988,635.7575982999988,x,1,0.6026006999891251,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,,,,,7,2,30,0,636.4236110000056,637.4228983999928,637.4228983999928,637.4228983999928,637.4228983999928,637.4563214000082,638.421854300017,638.421854300017,x,1,0.6344010999891907,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,,,,,7,3,31,2,639.1214198999805,640.1204656999907,640.1204656999907,640.1204656999907,640.1204656999907,640.1537868999876,641.1195471999818,641.1195471999818,c,1,0.3801380999502726,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,,,,,8,0,32,2,641.5525768999942,642.5512708000024,642.5512708000024,642.5512708000024,642.5512708000024,642.5847930000164,643.566961399978,643.566961399978,c,1,0.5477631000103429,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,,,,,8,1,33,1,644.165920600004,645.1651743000257,645.1651743000257,645.1651743000257,645.1651743000257,645.1984914999921,646.1810136999702,646.1810136999702,v,1,0.5489811999723315,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,,,,,8,2,34,2,646.7797858000267,647.7800988000236,647.7800988000236,647.7800988000236,647.7800988000236,647.8132715999964,648.7615084000281,648.7615084000281,c,1,5.3196171000017785,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,,,,,8,3,35,3,654.1238644000259,655.1229904000065,655.1229904000065,655.1229904000065,655.1229904000065,655.1563165999833,656.122206399974,656.122206399974,z,1,0.6462608000147156,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,,,,,9,0,36,0,656.821383500006,657.8207250999985,657.8207250999985,657.8207250999985,657.8207250999985,657.8538394999923,658.8197559000109,658.8197559000109,x,1,0.574424899998121,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,,,,,9,1,37,2,659.4523055999889,660.4512126999907,660.4512126999907,660.4512126999907,660.4512126999907,660.4845348999952,661.4502853999729,661.4502853999729,c,1,0.6789664000389166,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,,,,,9,2,38,2,662.1829154000152,663.1822645000066,663.1822645000066,663.1822645000066,663.1822645000066,663.2156523999874,664.1818143000128,664.1818143000128,c,1,1.2512845000019297,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,,,,,9,3,39,0,665.480057400011,666.4792480000178,666.4792480000178,666.4792480000178,666.4792480000178,666.5123453999986,667.4780463000061,667.4780463000061,x,1,0.7206388999475166,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,,,,,10,0,40,0,668.2438270000275,669.2435077999835,669.2435077999835,669.2435077999835,669.2435077999835,669.2764061000198,670.2420465999749,670.2420465999749,x,1,0.6178704000194557,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,,,,,10,1,41,2,670.9080723000225,671.9074823000119,671.9074823000119,671.9074823000119,671.9074823000119,671.940936799976,672.9067632000078,672.9067632000078,c,1,0.39449339994462207,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,,,,,10,2,42,3,673.3384916000068,674.3382358999806,674.3382358999806,674.3382358999806,674.3382358999806,674.371828400006,675.3373645999818,675.3373645999818,z,1,0.5701857000240125,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,,,,,10,3,43,1,675.9696244000224,676.9700328999897,676.9700328999897,676.9700328999897,676.9700328999897,677.0025627000141,677.9685111999861,677.9685111999861,v,1,0.6954090999788605,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,,,,,11,0,44,2,678.7002982000122,679.7001051999978,679.7001051999978,679.7001051999978,679.7001051999978,679.7330763000064,680.7157526999945,680.7157526999945,c,1,0.7720784000121057,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,,,,,11,1,45,2,681.5476300999871,682.5472909000237,682.5472909000237,682.5472909000237,682.5472909000237,682.5804878000054,683.5464544999995,683.5464544999995,c,1,0.6493348000221886,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,,,,,11,2,46,0,684.2451298999949,685.2443053000025,685.2443053000025,685.2443053000025,685.2443053000025,685.2776912000263,686.2436769999913,686.2436769999913,x,1,0.5612709000124596,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,,,,,11,3,47,2,686.8428370999754,687.8424643999897,687.8424643999897,687.8424643999897,687.8424643999897,687.875066299981,688.8581798999803,688.8581798999803,c,1,0.45797579997451976,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,,,,,12,0,48,3,689.3574020999949,690.356860800006,690.356860800006,690.356860800006,690.356860800006,690.3904220000259,691.3560178999905,691.3560178999905,z,1,0.4005686999880709,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,,,,,12,1,49,3,691.8213212999981,692.8212874999736,692.8212874999736,692.8212874999736,692.8212874999736,692.8543218999985,693.8203719999874,693.8203719999874,z,1,0.6131362000014633,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,,,,,12,2,50,0,694.4854111999739,695.4852149999933,695.4852149999933,695.4852149999933,695.4852149999933,695.5185771000106,696.4844831000082,696.4844831000082,x,1,0.5179364999639802,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,,,,,12,3,51,1,697.0503529999987,698.0333792999736,698.0333792999736,698.0333792999736,698.0333792999736,698.0503645999706,699.0480066000018,699.0480066000018,v,1,0.5634834000375122,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,,,,,13,0,52,3,699.6473652999848,700.6469002999947,700.6469002999947,700.6469002999947,700.6469002999947,700.6800152999931,701.6458385000005,701.6458385000005,z,1,0.45152499998221174,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,,,,,13,1,53,3,702.1448634000262,703.1445378999924,703.1445378999924,703.1445378999924,703.1445378999924,703.177586100006,704.1431685999851,704.1431685999851,z,1,0.5136257000267506,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,,,,,13,2,54,2,704.6950407000259,705.7090622999822,705.7090622999822,705.7090622999822,705.7090622999822,705.7090622999822,706.7247603000142,706.7247603000142,c,1,0.39876140002161264,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,,,,,13,3,55,0,707.1414129000041,708.156670299999,708.156670299999,708.156670299999,708.156670299999,708.156670299999,709.1557591999881,709.1557591999881,z,0,0.4924806000199169,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
