trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,fixation.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,participant,session,date,expName,psychopyVersion,frameRate,
40,0,40,0,381.31754469987936,382.3361777998507,down,1,1.0444664000533521,None,4,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
41,0,41,0,383.3651965998579,384.3672251999378,up,0,0.7754499001894146,None,2,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
42,0,42,0,385.16423160000704,386.1652800999582,down,1,1.3357701001223177,None,2,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
43,0,43,0,387.52809879998676,388.5299229999073,up,0,0.9284954001195729,None,-3,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
44,0,44,0,389.49261239985935,390.5119008999318,down,1,0.6562101002782583,None,2,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
45,0,45,0,391.157799199922,392.1599121999461,up,1,1.0669740000739694,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
46,0,46,0,393.25603849999607,394.27466239989735,down,1,0.8466206002049148,None,2,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
47,0,47,0,395.1043928998988,396.1062476998195,up,1,0.7048043999820948,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
48,0,48,0,396.83583229989745,397.83782009989955,down,1,0.7041349001228809,None,-5,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
49,0,49,0,398.5675623998977,399.56991910003126,down,1,0.7620976001489908,None,1,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
50,0,50,0,400.36586120002903,401.38414660003036,up,1,2.2675606003031135,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
51,0,51,0,403.64621169981547,404.6479264998343,up,1,0.9104486000724137,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
52,0,52,0,405.5781761999242,406.580644399859,down,1,0.6543238002341241,None,-3,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
53,0,53,0,407.2770251999609,408.29470509989187,down,1,0.9179519002791494,None,-2,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
54,0,54,0,409.2416095000226,410.2420427999459,up,1,1.0313462000340223,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
55,0,55,0,411.2894170000218,412.2910658000037,up,1,0.9383527000900358,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
56,0,56,0,413.25333720003255,414.2726135000121,up,1,0.8809591000899673,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
57,0,57,0,415.1857967998367,416.1874642998446,up,1,0.7436577000189573,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
58,0,58,0,416.9176302999258,417.91834939992987,down,1,2.8964025999885052,None,-2,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
59,0,59,0,420.84681140002795,421.8489260999486,up,1,0.7377149001695216,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
60,0,60,0,422.6116853998974,423.61374679999426,up,1,0.8441964001394808,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
61,0,61,0,424.47672559996136,425.4785360000096,down,0,0.9140877001918852,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
62,0,62,0,426.408069799887,427.4102803999558,down,1,0.7394981002435088,None,4,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
63,0,63,0,428.173656599829,429.19216630002484,down,1,0.7338477000594139,None,-4,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
64,0,64,0,429.93826860003173,430.9402463999577,up,1,0.8294078002218157,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
65,0,65,0,431.8030623998493,432.8217647999991,up,1,0.6930081001482904,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
66,0,66,0,433.5180825998541,434.53694160003215,down,1,0.6570479001384228,None,3,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
67,0,67,0,435.18314959993586,436.1856120999437,down,1,0.6141725000925362,None,-3,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
68,0,68,0,436.8155520998407,437.81712299981155,up,0,0.8981203001458198,None,-2,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
69,0,69,0,438.7464753999375,439.76526749995537,up,0,0.8330292000900954,None,1,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
70,0,70,0,440.59468650002964,441.5974452998489,down,0,1.0590077000670135,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
71,0,71,0,442.6768970999401,443.67845999985,up,0,0.8158650000113994,None,-2,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
72,0,72,0,444.5245246000122,445.5432529998943,down,1,0.6092546000145376,None,-5,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
73,0,73,0,446.13998809992336,447.1419369999785,down,1,0.7382239999715239,None,1,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
74,0,74,0,447.904645399889,448.90682569984347,up,0,0.810342000098899,None,-4,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
75,0,75,0,449.7362851998769,450.738523399923,down,1,0.5246117000933737,None,1,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
76,0,76,0,451.28488779999316,452.2872195998207,up,1,1.1975396000780165,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
77,0,77,0,453.4995008998085,454.50168500002474,down,0,0.9719241000711918,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
78,0,78,0,455.4978451000061,456.50002859998494,down,1,0.9174040001817048,None,1,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
79,0,79,0,457.44603209989145,458.4480451999698,up,1,1.7748717002104968,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
80,0,80,0,460.24338159989566,461.2453475999646,up,0,0.9503266999963671,None,-2,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
81,0,81,0,462.22488989983685,463.24332729983144,down,0,0.8332934000063688,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
82,0,82,0,464.0564164998941,465.05884149996564,up,0,0.9988588001579046,None,-2,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
83,0,83,0,466.0879221998621,467.10667969984934,up,1,0.80088260024786,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
84,0,84,0,467.90291379997507,468.9050548998639,down,1,0.6602221000939608,None,4,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
85,0,85,0,469.5844993998762,470.5865171998739,down,1,0.6561579001136124,None,3,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
86,0,86,0,471.2831017000135,472.30165249994025,up,0,0.956749000120908,None,-2,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
87,0,87,0,473.2481241999194,474.2500161998905,down,0,0.9007842999417335,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
88,0,88,0,475.17949579982087,476.18157859984785,up,0,0.7105948000680655,None,-3,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
89,0,89,0,476.91115219984204,477.9131199999247,down,0,1.819429200142622,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
90,0,90,0,479.7582898000255,480.7603672000114,down,1,0.9471708999481052,None,1,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
91,0,91,0,481.7231500998605,482.7250284999609,up,0,0.8003787002526224,None,-2,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
92,0,92,0,483.5548623998184,484.5738546999637,down,1,1.4707942001987249,None,2,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
93,0,93,0,486.0359227999579,487.0544028999284,up,0,0.774105700198561,None,-3,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
94,0,94,0,487.85070459987037,488.85266530001536,up,0,0.7289889003150165,None,-2,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
95,0,95,0,489.6161255999468,490.61783879995346,up,1,0.8117546001449227,None,0,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
96,0,96,0,491.4641499998979,492.48287740000524,down,1,0.9444711001124233,None,-4,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
97,0,97,0,493.4126724000089,494.4144530999474,up,0,0.7560722001362592,None,-3,200repsparticipant1,001,2023-09-08_11h31.42.466,SignalDetection,2023.1.3,60.20534839595617,
